Year,Province,Location,New Housing Price Index,Avg_Value,Number_of_Study_Permits_Issued,Study_Permit_To_Value_Impact_Metric,Total_Workers_Count,Number_of_Class_Titles,Most_Common_Class_Title,Workers_To_Housing_Impact_Ratio,Combined_Impact_Ratio,Avg_Total_CPI,Avg_Total_CPI_Seasonally_Adjusted,Avg_STATIC_TOTALCPICHANGE,Avg_CPI_TRIM,Avg_CPI_MEDIAN
2021,Ontario,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Land only,125.67,152280.0,1211.75,22675.0,475.0,0011 - Legislators,180.43,696.09,141.61,141.61,3.4,2.91,2.65
2023,New Brunswick,"Saint John, Fredericton, and Moncton, New Brunswick",Land only,102.0,181960.0,1783.92,8210.0,369.0,"0013 - Senior managers - financial, communications and other business services",80.49,932.21,157.11,157.11,3.89,3.89,4.02
2023,British Columbia,"Kelowna, British Columbia",Total (house and land),122.67,181960.0,1483.33,13760.0,470.0,0011 - Legislators,112.17,797.75,157.11,157.11,3.89,3.89,4.02
2022,Quebec,"Montréal, Quebec",House only,159.0,168235.0,1058.08,17755.0,482.0,0011 - Legislators,111.67,584.88,151.24,151.24,6.8,5.25,4.84
2023,Ontario,"Toronto, Ontario",House only,113.17,181960.0,1607.85,29680.0,475.0,0011 - Legislators,262.26,935.06,157.11,157.11,3.89,3.89,4.02
2015,New Brunswick,"Saint John, Fredericton, and Moncton, New Brunswick",Total (house and land),97.75,96265.0,984.81,1030.0,369.0,"0013 - Senior managers - financial, communications and other business services",10.54,497.67,126.57,126.56,1.13,1.63,1.77
2016,Ontario,"Toronto, Ontario",House only,95.92,103720.0,1081.32,25565.0,475.0,0011 - Legislators,266.52,673.92,128.37,128.38,1.44,1.82,1.99
2021,Manitoba,Manitoba,Total (house and land),122.08,152280.0,1247.38,7220.0,409.0,0012 - Senior government managers and officials,59.14,653.26,141.61,141.61,3.4,2.91,2.65
2022,Alberta,"Edmonton, Alberta",Total (house and land),108.83,168235.0,1545.85,5205.0,436.0,0011 - Legislators,47.83,796.84,151.24,151.24,6.8,5.25,4.84
2015,Ontario,"Kitchener-Cambridge-Waterloo, Ontario",House only,93.92,96265.0,1024.97,23515.0,475.0,0011 - Legislators,250.37,637.67,126.57,126.56,1.13,1.63,1.77
2017,Quebec,"Montréal, Quebec",Total (house and land),100.33,108870.0,1085.12,15475.0,482.0,0011 - Legislators,154.24,619.68,130.42,130.43,1.6,1.44,1.63
2018,Manitoba,Manitoba,Land only,100.75,117625.0,1167.49,8325.0,409.0,0012 - Senior government managers and officials,82.63,625.06,133.38,133.36,2.27,1.94,1.88
2018,Saskatchewan,"Saskatoon, Saskatchewan",Total (house and land),97.83,117625.0,1202.34,4790.0,386.0,0012 - Senior government managers and officials,48.96,625.65,133.38,133.36,2.27,1.94,1.88
2019,British Columbia,"Vancouver, British Columbia",Total (house and land),106.92,126555.0,1183.64,15480.0,470.0,0011 - Legislators,144.78,664.21,135.98,135.97,1.94,2.05,2.01
2020,Ontario,"Windsor, Ontario",House only,109.5,105815.0,966.35,17775.0,475.0,0011 - Legislators,162.33,564.34,136.96,136.95,0.73,1.77,1.88
2016,British Columbia,"Kelowna, British Columbia",Total (house and land),8.33,103720.0,12451.38,10115.0,470.0,0011 - Legislators,1214.29,6832.83,128.37,128.38,1.44,1.82,1.99
2017,Saskatchewan,"Saskatoon, Saskatchewan",Total (house and land),98.67,108870.0,1103.37,4950.0,386.0,0012 - Senior government managers and officials,50.17,576.77,130.42,130.43,1.6,1.44,1.63
2018,Prince Edward Island,Prince Edward Island,Land only,100.0,117625.0,1176.25,1080.0,250.0,0011 - Legislators,10.8,593.53,133.38,133.36,2.27,1.94,1.88
2018,Quebec,Quebec,Total (house and land),102.0,117625.0,1153.19,17045.0,482.0,0011 - Legislators,167.11,660.15,133.38,133.36,2.27,1.94,1.88
2018,Ontario,"Kitchener-Cambridge-Waterloo, Ontario",Land only,104.0,117625.0,1131.01,27435.0,475.0,0011 - Legislators,263.8,697.41,133.38,133.36,2.27,1.94,1.88
2018,Saskatchewan,Saskatchewan,Land only,100.0,117625.0,1176.25,4790.0,386.0,0012 - Senior government managers and officials,47.9,612.08,133.38,133.36,2.27,1.94,1.88
2019,Ontario,"Guelph, Ontario",Land only,104.17,126555.0,1214.89,29875.0,475.0,0011 - Legislators,286.79,750.84,135.98,135.97,1.94,2.05,2.01
2020,Ontario,"Greater Sudbury, Ontario",House only,102.5,105815.0,1032.34,17775.0,475.0,0011 - Legislators,173.41,602.88,136.96,136.95,0.73,1.77,1.88
2022,British Columbia,"Vancouver, British Columbia",House only,126.58,168235.0,1329.08,12545.0,470.0,0011 - Legislators,99.11,714.09,151.24,151.24,6.8,5.25,4.84
2015,Ontario,"London, Ontario",Land only,98.33,96265.0,979.0,23515.0,475.0,0011 - Legislators,239.14,609.07,126.57,126.56,1.13,1.63,1.77
2016,Ontario,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,98.75,103720.0,1050.33,25565.0,475.0,0011 - Legislators,258.89,654.61,128.37,128.38,1.44,1.82,1.99
2019,Manitoba,"Winnipeg, Manitoba",Total (house and land),104.17,126555.0,1214.89,8615.0,409.0,0012 - Senior government managers and officials,82.7,648.8,135.98,135.97,1.94,2.05,2.01
2023,Nova Scotia,Nova Scotia,Total (house and land),120.92,181960.0,1504.8,6735.0,391.0,0012 - Senior government managers and officials,55.7,780.25,157.11,157.11,3.89,3.89,4.02
2023,Ontario,"Greater Sudbury, Ontario",Total (house and land),119.83,181960.0,1518.48,29680.0,475.0,0011 - Legislators,247.68,883.08,157.11,157.11,3.89,3.89,4.02
2023,Alberta,"Edmonton, Alberta",House only,108.83,181960.0,1671.97,6605.0,436.0,0011 - Legislators,60.69,866.33,157.11,157.11,3.89,3.89,4.02
2019,Quebec,"Trois-Rivières, Quebec",Total (house and land),101.75,126555.0,1243.78,22435.0,482.0,0011 - Legislators,220.49,732.14,135.98,135.97,1.94,2.05,2.01
2019,Ontario,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Land only,106.58,126555.0,1187.42,29875.0,475.0,0011 - Legislators,280.31,733.87,135.98,135.97,1.94,2.05,2.01
2021,Newfoundland and Labrador,"St. John's, Newfoundland and Labrador",Land only,100.0,152280.0,1522.8,1535.0,310.0,0012 - Senior government managers and officials,15.35,769.07,141.61,141.61,3.4,2.91,2.65
2021,Alberta,Alberta,Total (house and land),103.5,152280.0,1471.3,3710.0,436.0,0011 - Legislators,35.85,753.57,141.61,141.61,3.4,2.91,2.65
2021,Alberta,"Edmonton, Alberta",Land only,100.75,152280.0,1511.46,3710.0,436.0,0011 - Legislators,36.82,774.14,141.61,141.61,3.4,2.91,2.65
2023,Alberta,Alberta,Total (house and land),117.0,181960.0,1555.21,6605.0,436.0,0011 - Legislators,56.45,805.83,157.11,157.11,3.89,3.89,4.02
2015,New Brunswick,New Brunswick,Land only,100.0,96265.0,962.65,1030.0,369.0,"0013 - Senior managers - financial, communications and other business services",10.3,486.47,126.57,126.56,1.13,1.63,1.77
2016,Ontario,Ontario,House only,96.33,103720.0,1076.72,25565.0,475.0,0011 - Legislators,265.39,671.06,128.37,128.38,1.44,1.82,1.99
2017,Quebec,"Sherbrooke, Quebec",House only,99.08,108870.0,1098.81,15475.0,482.0,0011 - Legislators,156.19,627.5,130.42,130.43,1.6,1.44,1.63
2020,Ontario,Ontario,House only,106.92,105815.0,989.67,17775.0,475.0,0011 - Legislators,166.25,577.96,136.96,136.95,0.73,1.77,1.88
2022,Ontario,"Windsor, Ontario",Total (house and land),145.33,168235.0,1157.61,29435.0,475.0,0011 - Legislators,202.54,680.07,151.24,151.24,6.8,5.25,4.84
2022,Saskatchewan,"Saskatoon, Saskatchewan",House only,112.67,168235.0,1493.17,8910.0,386.0,0012 - Senior government managers and officials,79.08,786.13,151.24,151.24,6.8,5.25,4.84
2023,New Brunswick,New Brunswick,House only,120.92,181960.0,1504.8,8210.0,369.0,"0013 - Senior managers - financial, communications and other business services",67.9,786.35,157.11,157.11,3.89,3.89,4.02
2023,Quebec,"Québec, Quebec",Land only,109.5,181960.0,1661.74,13935.0,482.0,0011 - Legislators,127.26,894.5,157.11,157.11,3.89,3.89,4.02
2015,Quebec,Quebec,Land only,99.0,96265.0,972.37,13220.0,482.0,0011 - Legislators,133.54,552.96,126.57,126.56,1.13,1.63,1.77
2016,Quebec,"Sherbrooke, Quebec",House only,8.33,103720.0,12451.38,12770.0,482.0,0011 - Legislators,1533.01,6992.2,128.37,128.38,1.44,1.82,1.99
2019,British Columbia,"Kelowna, British Columbia",Land only,101.0,126555.0,1253.02,15480.0,470.0,0011 - Legislators,153.27,703.15,135.98,135.97,1.94,2.05,2.01
2020,British Columbia,"Kelowna, British Columbia",Land only,101.5,105815.0,1042.51,7240.0,470.0,0011 - Legislators,71.33,556.92,136.96,136.95,0.73,1.77,1.88
2021,Nova Scotia,Atlantic Region,Total (house and land),111.0,152280.0,1371.89,7055.0,391.0,0012 - Senior government managers and officials,63.56,717.73,141.61,141.61,3.4,2.91,2.65
2021,Saskatchewan,"Regina, Saskatchewan",House only,94.5,152280.0,1611.43,6115.0,386.0,0012 - Senior government managers and officials,64.71,838.07,141.61,141.61,3.4,2.91,2.65
2023,Ontario,"Guelph, Ontario",House only,132.5,181960.0,1373.28,29680.0,475.0,0011 - Legislators,224.0,798.64,157.11,157.11,3.89,3.89,4.02
2016,British Columbia,"Kelowna, British Columbia",House only,8.33,103720.0,12451.38,10115.0,470.0,0011 - Legislators,1214.29,6832.83,128.37,128.38,1.44,1.82,1.99
2018,British Columbia,"Vancouver, British Columbia",House only,109.33,117625.0,1075.87,12395.0,470.0,0011 - Legislators,113.37,594.62,133.38,133.36,2.27,1.94,1.88
2019,Nova Scotia,"Halifax, Nova Scotia",House only,102.67,126555.0,1232.64,4485.0,391.0,0012 - Senior government managers and officials,43.68,638.16,135.98,135.97,1.94,2.05,2.01
2020,Ontario,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",House only,130.83,105815.0,808.8,17775.0,475.0,0011 - Legislators,135.86,472.33,136.96,136.95,0.73,1.77,1.88
2020,Ontario,"Oshawa, Ontario",House only,103.17,105815.0,1025.64,17775.0,475.0,0011 - Legislators,172.29,598.97,136.96,136.95,0.73,1.77,1.88
2020,Alberta,"Edmonton, Alberta",Land only,100.0,105815.0,1058.15,6200.0,436.0,0011 - Legislators,62.0,560.08,136.96,136.95,0.73,1.77,1.88
2021,Saskatchewan,Saskatchewan,Total (house and land),100.17,152280.0,1520.22,6115.0,386.0,0012 - Senior government managers and officials,61.05,790.64,141.61,141.61,3.4,2.91,2.65
2023,British Columbia,"Victoria, British Columbia",Land only,109.5,181960.0,1661.74,13760.0,470.0,0011 - Legislators,125.66,893.7,157.11,157.11,3.89,3.89,4.02
2016,Quebec,"Montréal, Quebec",Total (house and land),99.25,103720.0,1045.04,12770.0,482.0,0011 - Legislators,128.66,586.85,128.37,128.38,1.44,1.82,1.99
2016,Saskatchewan,Saskatchewan,Total (house and land),99.75,103720.0,1039.8,6020.0,386.0,0012 - Senior government managers and officials,60.35,550.07,128.37,128.38,1.44,1.82,1.99
2017,Quebec,"Sherbrooke, Quebec",Land only,100.0,108870.0,1088.7,15475.0,482.0,0011 - Legislators,154.75,621.73,130.42,130.43,1.6,1.44,1.63
2020,Nova Scotia,Nova Scotia,Total (house and land),105.67,105815.0,1001.37,4250.0,391.0,0012 - Senior government managers and officials,40.22,520.8,136.96,136.95,0.73,1.77,1.88
2023,Ontario,Ontario,Total (house and land),125.67,181960.0,1447.92,29680.0,475.0,0011 - Legislators,236.17,842.05,157.11,157.11,3.89,3.89,4.02
2016,Newfoundland and Labrador,"St. John's, Newfoundland and Labrador",House only,99.83,103720.0,1038.97,1180.0,310.0,0012 - Senior government managers and officials,11.82,525.4,128.37,128.38,1.44,1.82,1.99
2019,Nova Scotia,Nova Scotia,House only,102.67,126555.0,1232.64,4485.0,391.0,0012 - Senior government managers and officials,43.68,638.16,135.98,135.97,1.94,2.05,2.01
2021,Ontario,"Hamilton, Ontario",House only,120.0,152280.0,1269.0,22675.0,475.0,0011 - Legislators,188.96,728.98,141.61,141.61,3.4,2.91,2.65
2021,British Columbia,"Kelowna, British Columbia",Land only,112.67,152280.0,1351.56,9615.0,470.0,0011 - Legislators,85.34,718.45,141.61,141.61,3.4,2.91,2.65
2022,British Columbia,British Columbia,Land only,120.0,168235.0,1401.96,12545.0,470.0,0011 - Legislators,104.54,753.25,151.24,151.24,6.8,5.25,4.84
2023,Nova Scotia,Atlantic Region,Total (house and land),116.92,181960.0,1556.28,6735.0,391.0,0012 - Senior government managers and officials,57.6,806.94,157.11,157.11,3.89,3.89,4.02
2023,New Brunswick,"Saint John, Fredericton, and Moncton, New Brunswick",House only,120.92,181960.0,1504.8,8210.0,369.0,"0013 - Senior managers - financial, communications and other business services",67.9,786.35,157.11,157.11,3.89,3.89,4.02
2023,Ontario,"Greater Sudbury, Ontario",Land only,118.33,181960.0,1537.73,29680.0,475.0,0011 - Legislators,250.82,894.28,157.11,157.11,3.89,3.89,4.02
2015,Ontario,"Hamilton, Ontario",Total (house and land),95.42,96265.0,1008.86,23515.0,475.0,0011 - Legislators,246.44,627.65,126.57,126.56,1.13,1.63,1.77
2015,Ontario,"Hamilton, Ontario",Land only,99.08,96265.0,971.59,23515.0,475.0,0011 - Legislators,237.33,604.46,126.57,126.56,1.13,1.63,1.77
2015,Alberta,Prairie Region,House only,100.92,96265.0,953.87,8370.0,436.0,0011 - Legislators,82.94,518.41,126.57,126.56,1.13,1.63,1.77
2015,British Columbia,"Kelowna, British Columbia",Total (house and land),0.0,96265.0,,7465.0,470.0,0011 - Legislators,,,126.57,126.56,1.13,1.63,1.77
2018,British Columbia,"Kelowna, British Columbia",House only,104.0,117625.0,1131.01,12395.0,470.0,0011 - Legislators,119.18,625.1,133.38,133.36,2.27,1.94,1.88
2019,Ontario,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Total (house and land),113.08,126555.0,1119.16,29875.0,475.0,0011 - Legislators,264.19,691.68,135.98,135.97,1.94,2.05,2.01
2021,,Canada,Total (house and land),115.83,152280.0,1314.69,,,,,,141.61,141.61,3.4,2.91,2.65
2023,,Canada,Land only,116.08,181960.0,1567.54,,,,,,157.11,157.11,3.89,3.89,4.02
2023,Ontario,"Greater Sudbury, Ontario",House only,119.92,181960.0,1517.34,29680.0,475.0,0011 - Legislators,247.5,882.42,157.11,157.11,3.89,3.89,4.02
2017,Nova Scotia,Atlantic Region,House only,99.42,108870.0,1095.05,2900.0,391.0,0012 - Senior government managers and officials,29.17,562.11,130.42,130.43,1.6,1.44,1.63
2017,Newfoundland and Labrador,"St. John's, Newfoundland and Labrador",Total (house and land),98.75,108870.0,1102.48,1005.0,310.0,0012 - Senior government managers and officials,10.18,556.33,130.42,130.43,1.6,1.44,1.63
2018,New Brunswick,New Brunswick,Land only,100.0,117625.0,1176.25,1715.0,369.0,"0013 - Senior managers - financial, communications and other business services",17.15,596.7,133.38,133.36,2.27,1.94,1.88
2022,,Canada,Total (house and land),124.67,168235.0,1349.44,,,,,,151.24,151.24,6.8,5.25,4.84
2015,Ontario,"Oshawa, Ontario",Total (house and land),0.0,96265.0,,23515.0,475.0,0011 - Legislators,,,126.57,126.56,1.13,1.63,1.77
2016,Manitoba,Manitoba,Total (house and land),98.42,103720.0,1053.85,6310.0,409.0,0012 - Senior government managers and officials,64.11,558.98,128.37,128.38,1.44,1.82,1.99
2017,Ontario,"Guelph, Ontario",Land only,103.25,108870.0,1054.43,26770.0,475.0,0011 - Legislators,259.27,656.85,130.42,130.43,1.6,1.44,1.63
2022,Ontario,"Hamilton, Ontario",House only,120.92,168235.0,1391.29,29435.0,475.0,0011 - Legislators,243.43,817.36,151.24,151.24,6.8,5.25,4.84
2023,Prince Edward Island,Prince Edward Island,Land only,104.0,181960.0,1749.62,3435.0,250.0,0011 - Legislators,33.03,891.32,157.11,157.11,3.89,3.89,4.02
2015,Quebec,"Sherbrooke, Quebec",House only,0.0,96265.0,,13220.0,482.0,0011 - Legislators,,,126.57,126.56,1.13,1.63,1.77
2016,New Brunswick,"Saint John, Fredericton, and Moncton, New Brunswick",House only,98.58,103720.0,1052.14,1285.0,369.0,"0013 - Senior managers - financial, communications and other business services",13.04,532.59,128.37,128.38,1.44,1.82,1.99
2017,Ontario,"London, Ontario",Total (house and land),104.17,108870.0,1045.12,26770.0,475.0,0011 - Legislators,256.98,651.05,130.42,130.43,1.6,1.44,1.63
2017,Alberta,"Calgary, Alberta",Land only,99.92,108870.0,1089.57,5980.0,436.0,0011 - Legislators,59.85,574.71,130.42,130.43,1.6,1.44,1.63
2018,Quebec,"Montréal, Quebec",House only,103.5,117625.0,1136.47,17045.0,482.0,0011 - Legislators,164.69,650.58,133.38,133.36,2.27,1.94,1.88
2018,Ontario,Ontario,Total (house and land),104.0,117625.0,1131.01,27435.0,475.0,0011 - Legislators,263.8,697.41,133.38,133.36,2.27,1.94,1.88
2021,Prince Edward Island,Prince Edward Island,House only,119.58,152280.0,1273.46,2050.0,250.0,0011 - Legislators,17.14,645.3,141.61,141.61,3.4,2.91,2.65
2021,Alberta,Prairie Region,Total (house and land),105.08,152280.0,1449.18,3710.0,436.0,0011 - Legislators,35.31,742.25,141.61,141.61,3.4,2.91,2.65
2021,British Columbia,British Columbia,Land only,115.17,152280.0,1322.22,9615.0,470.0,0011 - Legislators,83.49,702.86,141.61,141.61,3.4,2.91,2.65
2016,New Brunswick,"Saint John, Fredericton, and Moncton, New Brunswick",Total (house and land),98.58,103720.0,1052.14,1285.0,369.0,"0013 - Senior managers - financial, communications and other business services",13.04,532.59,128.37,128.38,1.44,1.82,1.99
2016,Quebec,"Montréal, Quebec",Land only,99.33,103720.0,1044.2,12770.0,482.0,0011 - Legislators,128.56,586.38,128.37,128.38,1.44,1.82,1.99
2020,Alberta,"Calgary, Alberta",House only,94.17,105815.0,1123.66,6200.0,436.0,0011 - Legislators,65.84,594.75,136.96,136.95,0.73,1.77,1.88
2021,Nova Scotia,Nova Scotia,House only,120.0,152280.0,1269.0,7055.0,391.0,0012 - Senior government managers and officials,58.79,663.9,141.61,141.61,3.4,2.91,2.65
2021,Ontario,"Oshawa, Ontario",Land only,113.33,152280.0,1343.69,22675.0,475.0,0011 - Legislators,200.08,771.89,141.61,141.61,3.4,2.91,2.65
2021,Alberta,Alberta,House only,103.83,152280.0,1466.63,3710.0,436.0,0011 - Legislators,35.73,751.18,141.61,141.61,3.4,2.91,2.65
2023,Ontario,"St. Catharines-Niagara, Ontario",Land only,120.42,181960.0,1511.04,29680.0,475.0,0011 - Legislators,246.47,878.76,157.11,157.11,3.89,3.89,4.02
2015,New Brunswick,"Saint John, Fredericton, and Moncton, New Brunswick",House only,97.5,96265.0,987.33,1030.0,369.0,"0013 - Senior managers - financial, communications and other business services",10.56,498.95,126.57,126.56,1.13,1.63,1.77
2015,Ontario,"Toronto, Ontario",Land only,94.25,96265.0,1021.38,23515.0,475.0,0011 - Legislators,249.5,635.44,126.57,126.56,1.13,1.63,1.77
2016,Quebec,"Trois-Rivières, Quebec",House only,8.33,103720.0,12451.38,12770.0,482.0,0011 - Legislators,1533.01,6992.2,128.37,128.38,1.44,1.82,1.99
2016,Alberta,"Calgary, Alberta",Total (house and land),99.5,103720.0,1042.41,7035.0,436.0,0011 - Legislators,70.7,556.56,128.37,128.38,1.44,1.82,1.99
2017,New Brunswick,New Brunswick,Total (house and land),100.08,108870.0,1087.83,1370.0,369.0,"0013 - Senior managers - financial, communications and other business services",13.69,550.76,130.42,130.43,1.6,1.44,1.63
2018,Ontario,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",Land only,103.83,117625.0,1132.86,27435.0,475.0,0011 - Legislators,264.23,698.55,133.38,133.36,2.27,1.94,1.88
2019,Ontario,"Hamilton, Ontario",Land only,101.0,126555.0,1253.02,29875.0,475.0,0011 - Legislators,295.79,774.41,135.98,135.97,1.94,2.05,2.01
2020,Ontario,"St. Catharines-Niagara, Ontario",House only,111.42,105815.0,949.69,17775.0,475.0,0011 - Legislators,159.53,554.61,136.96,136.95,0.73,1.77,1.88
2022,Ontario,"Hamilton, Ontario",Total (house and land),116.0,168235.0,1450.3,29435.0,475.0,0011 - Legislators,253.75,852.03,151.24,151.24,6.8,5.25,4.84
2022,Saskatchewan,"Regina, Saskatchewan",Land only,100.83,168235.0,1668.5,8910.0,386.0,0012 - Senior government managers and officials,88.37,878.44,151.24,151.24,6.8,5.25,4.84
2015,Quebec,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",Total (house and land),0.0,96265.0,,13220.0,482.0,0011 - Legislators,,,126.57,126.56,1.13,1.63,1.77
2016,Newfoundland and Labrador,Newfoundland and Labrador,House only,99.83,103720.0,1038.97,1180.0,310.0,0012 - Senior government managers and officials,11.82,525.4,128.37,128.38,1.44,1.82,1.99
2018,Ontario,"Greater Sudbury, Ontario",House only,99.67,117625.0,1180.14,27435.0,475.0,0011 - Legislators,275.26,727.7,133.38,133.36,2.27,1.94,1.88
2020,Quebec,"Trois-Rivières, Quebec",Land only,101.92,105815.0,1038.22,14745.0,482.0,0011 - Legislators,144.67,591.45,136.96,136.95,0.73,1.77,1.88
2020,British Columbia,"Kelowna, British Columbia",Total (house and land),104.25,105815.0,1015.01,7240.0,470.0,0011 - Legislators,69.45,542.23,136.96,136.95,0.73,1.77,1.88
2015,Saskatchewan,"Saskatoon, Saskatchewan",House only,102.92,96265.0,935.34,4945.0,386.0,0012 - Senior government managers and officials,48.05,491.7,126.57,126.56,1.13,1.63,1.77
2021,Ontario,"Windsor, Ontario",Total (house and land),130.0,152280.0,1171.38,22675.0,475.0,0011 - Legislators,174.42,672.9,141.61,141.61,3.4,2.91,2.65
2023,Quebec,"Québec, Quebec",House only,137.0,181960.0,1328.18,13935.0,482.0,0011 - Legislators,101.72,714.95,157.11,157.11,3.89,3.89,4.02
2015,Alberta,"Calgary, Alberta",House only,101.58,96265.0,947.68,8370.0,436.0,0011 - Legislators,82.4,515.04,126.57,126.56,1.13,1.63,1.77
2018,Ontario,"Greater Sudbury, Ontario",Land only,100.0,117625.0,1176.25,27435.0,475.0,0011 - Legislators,274.35,725.3,133.38,133.36,2.27,1.94,1.88
2021,Ontario,"Toronto, Ontario",House only,107.5,152280.0,1416.56,22675.0,475.0,0011 - Legislators,210.93,813.75,141.61,141.61,3.4,2.91,2.65
2015,Quebec,Quebec,Total (house and land),98.58,96265.0,976.52,13220.0,482.0,0011 - Legislators,134.1,555.31,126.57,126.56,1.13,1.63,1.77
2017,Manitoba,"Winnipeg, Manitoba",Total (house and land),101.58,108870.0,1071.77,6825.0,409.0,0012 - Senior government managers and officials,67.19,569.48,130.42,130.43,1.6,1.44,1.63
2019,British Columbia,"Victoria, British Columbia",Land only,101.25,126555.0,1249.93,15480.0,470.0,0011 - Legislators,152.89,701.41,135.98,135.97,1.94,2.05,2.01
2018,British Columbia,"Kelowna, British Columbia",Land only,101.0,117625.0,1164.6,12395.0,470.0,0011 - Legislators,122.72,643.66,133.38,133.36,2.27,1.94,1.88
2019,Newfoundland and Labrador,"St. John's, Newfoundland and Labrador",House only,96.0,126555.0,1318.28,1245.0,310.0,0012 - Senior government managers and officials,12.97,665.63,135.98,135.97,1.94,2.05,2.01
2019,Quebec,"Québec, Quebec",Land only,101.0,126555.0,1253.02,22435.0,482.0,0011 - Legislators,222.13,737.58,135.98,135.97,1.94,2.05,2.01
2021,Nova Scotia,"Halifax, Nova Scotia",House only,120.0,152280.0,1269.0,7055.0,391.0,0012 - Senior government managers and officials,58.79,663.9,141.61,141.61,3.4,2.91,2.65
2021,Quebec,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",House only,118.08,152280.0,1289.63,17550.0,482.0,0011 - Legislators,148.63,719.13,141.61,141.61,3.4,2.91,2.65
2021,Ontario,"London, Ontario",House only,137.08,152280.0,1110.88,22675.0,475.0,0011 - Legislators,165.41,638.15,141.61,141.61,3.4,2.91,2.65
2023,Saskatchewan,Saskatchewan,Land only,96.08,181960.0,1893.84,7140.0,386.0,0012 - Senior government managers and officials,74.31,984.07,157.11,157.11,3.89,3.89,4.02
